clause_type,preprocessed_text
indemnification,"['borrow', 'shall', 'pai', 'indemnifi', 'defend', 'hold', 'agent', 'relat', 'person', 'lender', 'relat', 'person', 'particip', '“indemnifi', 'person”', 'harmless', 'fullest', 'extent', 'permit', 'law', 'claim', 'demand', 'suit', 'action', 'investig', 'proceed', 'liabil', 'fine', 'cost', 'penalti', 'damag', 'reason', 'fee', 'disburs', 'attornei', 'expert', 'consult', 'cost', 'expens', 'actual', 'incur', 'connect', 'therewith', 'connect', 'enforc', 'indemnif', 'incur', 'irrespect', 'suit', 'brought', 'time', 'assert', 'impos', 'incur', 'connect', 'result', 'relat', 'execut', 'deliveri', 'provid', 'borrow', 'shall', 'liabl', 'cost', 'expens', 'includ', 'attornei', 'fee', 'lender', 'wff', 'incur', 'advis', 'structur', 'draft', 'review', 'administ', 'syndic', 'loan', 'document', 'enforc', 'perform', 'administr', 'includ', 'restructur', 'workout', 'respect', 'hereto', 'agreement', 'loan', 'document', 'transact', 'contempl', 'monitor', 'borrower’', 'subsidiaries’', 'complianc', 'term', 'loan', 'document', 'disput', 'sole', 'lender', 'respect', 'investig', 'litig', 'proceed', 'relat', 'agreement', 'loan', 'document', 'us', 'proce', 'credit', 'provid', 'hereund', 'irrespect', 'indemnifi', 'person', 'parti', 'thereto', 'act', 'omiss', 'event', 'circumst', 'manner', 'relat', 'thereto', 'connect', 'aris', 'presenc', 'releas', 'hazard', 'materi', 'asset', 'properti', 'own', 'leas', 'oper', 'borrow', 'subsidiari', 'environment', 'action', 'environment', 'liabil', 'cost', 'remedi', 'action', 'relat', 'wai', 'asset', 'properti', 'borrow', 'subsidiari', 'forego', '“indemnifi', 'liabilities”', 'forego', 'contrari', 'notwithstand', 'borrow', 'shall', 'oblig', 'indemnifi', 'person', 'section', 'respect', 'indemnifi', 'liabil', 'court', 'compet', 'jurisdict', 'final', 'determin', 'result', 'gross', 'neglig', 'will', 'misconduct', 'indemnifi', 'person', 'offic', 'dir']"
confidential-information,"['data', 'document', 'discuss', 'inform', 'develop', 'receiv', 'consult', 'perform', 'agreement', 'confidenti', 'disclos', 'person', 'author', 'citi', 'requir', 'law']"
participations,"['issuanc', 'letter', 'credit', 'amend', 'letter', 'credit', 'increas', 'thereof', 'issu', 'lender', 'action', 'issu', 'lender', 'issu', 'lender', 'grant', 'revolv', 'credit', 'lender', 'revolv', 'lender', 'acquir', 'issu', 'lender', 'particip', 'letter', 'credit', 'equal', 'revolv', 'credit', 'lender’', 'applic', 'percentag', 'aggreg', 'avail', 'drawn', 'letter', 'credit', 'consider', 'further', 'forego', 'revolv', 'credit', 'lender', 'agre', 'pai', 'administr', 'agent', 'account', 'respect', 'issu', 'lender', 'revolv', 'credit', 'lender’', 'applic', 'percentag', 'disburs', 'issu', 'lender', 'reimburs', 'revolv', 'lender', 'acknowledg', 'agre', 'oblig', 'payment', 'pursuant', 'paragraph', 'absolut', 'uncondit', 'shall', 'affect', 'circumst', 'whatsoev', 'includ', 'amend', 'renew', 'extens', 'letter', 'credit', 'occurr', 'continu', 'default', 'reduct', 'termin', 'commit', 'payment', 'shall', 'offset', 'abat', 'withhold', 'reduct', 'whatsoev']"
indemnification-by-the-company,"['compani', 'agre', 'indemnifi', 'hold', 'harmless', 'holder', 'offic', 'director', 'person', 'control', 'holder', 'mean', 'section', 'secur', 'act', 'follow']"
confidential-information,"['offic', 'compani', 'offic', 'acknowledg', 'access', 'confidenti', 'proprietari', 'inform', 'relat', 'busi', 'belong', 'compani', 'affili', 'parti', 'includ', 'limit', 'proprietari', 'confidenti', 'inform', 'technic', 'data', 'trade', 'secret', 'know', 'respect', 'research', 'product', 'plan', 'product', 'servic', 'custom', 'list', 'custom', 'market', 'softwar', 'includ', 'object', 'code', 'sourc', 'code', 'data', 'databas', 'outcom', 'research', 'document', 'instruct', 'materi', 'develop', 'invent', 'process', 'formula', 'technolog', 'design', 'draw', 'engin', 'hardwar', 'configur', 'inform', 'model', 'manufactur', 'process', 'sale', 'inform', 'cost', 'inform', 'busi', 'plan', 'busi', 'opportun', 'market', 'financ', 'busi', 'inform', 'disclos', 'offic', 'manner', 'includ', 'draw', 'observ', 'part', 'equip', 'substanti', 'valu', 'compani', 'collect', '“confidenti', 'information”']"
confidential-information,"['employe', 'acknowledg', 'compani', 'term', 'purpos', 'section', 'shall', 'deem', 'includ', 'advanc', 'photonix', 'subsidiari', 'possess', 'secret', 'confidenti', 'inform', 'know', 'custom', 'list', 'purchas', 'merchandis', 'sell', 'techniqu', 'strategi', 'busi', 'opportun', 'trade', 'secret', 'formula', 'techniqu', 'method', 'inform', 'oper', 'employe', 'obtain', 'knowledg', 'learn', 'prior', 'follow', 'date', 'hereof', 'learn', 'employe', 'compani', 'member', 'board', 'develop', 'employe', 'collect', '“confidenti', 'information”', 'compani', 'suffer', 'irrepar', 'damag', 'harm', 'confidenti', 'inform', 'disclos', 'parti', 'employe', 'inform', 'compet', 'compani', 'accordingli', 'employe', 'agre', 'requir', 'employee’', 'duti', 'compani', 'requir', 'law', 'judici', 'process', 'employe', 'consent', 'board', 'shall', 'time', 'agreement', 'effect', 'time', 'disclos', 'us', 'confidenti', 'inform', 'confidenti', 'inform', 'shall', 'public', 'knowledg', 'result', 'employee’', 'direct', 'indirect', 'disclosur']"
participations,"['lender', 'time', 'consent', 'notic', 'borrow', 'administr', 'agent', 'sell', 'particip', 'person', 'competitor', 'natur', 'person', 'hold', 'compani', 'invest', 'vehicl', 'trust', 'own', 'oper', 'primari', 'benefit', 'natur', 'person', 'borrow', 'borrower’', 'affili', 'subsidiari', '“participant”', 'portion', 'lender’', 'right', 'oblig', 'agreement', 'includ', 'portion', 'loan', 'ow', 'provid', 'lender’', 'oblig', 'agreement', 'shall', 'remain', 'unchang', 'lender', 'shall', 'remain', 'sole', 'respons', 'parti', 'hereto', 'perform', 'oblig', 'iii', 'borrow', 'administr', 'agent', 'collater', 'agent', 'lender', 'shall', 'continu', 'deal', 'sole', 'directli', 'lender', 'connect', 'lender’', 'right', 'oblig', 'agreement', 'avoid', 'doubt', 'lender', 'shall', 'respons', 'indemn', 'section', 'respect', 'payment', 'lender', 'particip', 'agreement', 'instrument', 'pursuant', 'lender', 'sell', 'particip', 'shall', 'provid', 'lender', 'shall', 'retain', 'sole', 'right', 'enforc', 'agreement', 'approv', 'amend', 'modif', 'waiver', 'provis', 'agreement', 'provid', 'agreement', 'instrument', 'provid', 'lender', 'consent', 'particip', 'agre', 'amend', 'modif', 'waiver', 'describ', 'section', 'affect', 'particip', 'borrow', 'agre', 'particip', 'shall', 'entitl', 'benefit', 'section', 'subject', 'requir', 'limit', 'includ', 'requir', 'section', 'understood', 'document', 'requir', 'section', 'shall', 'deliv', 'particip', 'lender', 'extent', 'lender', 'acquir', 'assign', 'pursuant', 'paragraph', 'section', 'provid', 'particip', 'agre', 'subject', 'provis', 'section', 'assigne', 'paragraph', 'section', 'shall', 'entitl', 'receiv', 'greater', 'payment', 'section', 'respect', 'particip', 'particip', 'lender', 'entitl', 'receiv', 'extent', 'entitl', 'receiv']"
indemnification-by-the-company,"['compani', 'agre', 'indemnifi', 'hold', 'harmless', 'fullest', 'extent', 'permit', 'applic', 'law', 'holder', 'affili', 'respect', 'offic', 'director', 'partner', 'stockhold', 'member', 'employe', 'agent', 'repres', 'person', 'control', 'holder', 'mean', 'section', 'secur', 'act', 'section', 'exchang', 'act', 'loss', 'claim', 'damag', 'liabil', 'cost', 'expens', 'includ', 'reason', 'attorneys’', 'fee', 'collect', '“losses”', 'caus', 'aris', 'result', 'relat', 'untru', 'statement', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'registr', 'statement', 'preliminari', 'prospectu', 'prospectu', 'relat', 'registr', 'share', 'amend', 'supplement', 'time', 'time', 'caus', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'case', 'prospectu', 'light', 'circumst', 'mislead', 'insofar', 'loss', 'caus', 'contain', 'base', 'inform', 'furnish', 'write', 'compani', 'behalf', 'seller', 'holder', 'underwrit', 'expressli', 'us', 'subsequ', 'correct', 'write', 'prior', 'sale', 'registr', 'share', 'person', 'assert', 'loss', 'suffici', 'time', 'permit', 'compani', 'amend', 'supplement', 'registr', 'statement', 'prospectu', 'appropri', 'holder’', 'failur', 'deliv', 'copi', 'registr', 'statement', 'prospectu', 'amend', 'supplement', 'thereto', 'compani', 'furnish', 'holder', 'copi', 'notwithstand', 'forego', 'compani', 'shall', 'oblig', 'indemnifi', 'section', 'extent', 'loss', 'final', 'determin', 'court', 'compet', 'jurisdict', 'determin', 'nonappeal', 'result', 'seller’', 'holder’', 'underwriter’', 'will', 'misconduct', 'gross', 'neglig']"
payment-of-expenses,"['compani', 'pai', 'caus', 'paid', 'expens', 'incid', 'perform', 'oper', 'partnership’', 'oblig', 'agreement', 'includ', 'prepar', 'print', 'file', 'registr', 'statement', 'includ', 'financi', 'statement', 'exhibit', 'origin', 'file', 'amend', 'thereto', 'prepar', 'print', 'deliveri', 'agent', 'copi', 'preliminari', 'prospectu', 'issuer', 'free', 'write', 'prospectu', 'prospectu', 'amend', 'supplement', 'thereto', 'cost', 'associ', 'electron', 'deliveri', 'forego', 'agent', 'investor', 'iii', 'prepar', 'issuanc', 'deliveri', 'certif', 'share', 'includ', 'stock', 'transfer', 'tax', 'stamp', 'duti', 'payabl', 'sale', 'issuanc', 'deliveri', 'share', 'agent', 'fee', 'disburs', 'company’', 'counsel', 'account', 'advisor', 'qualif', 'share', 'secur', 'law', 'accord', 'provis', 'section', 'hereof', 'includ', 'file', 'fee', 'reason', 'fee', 'disburs', 'counsel', 'agent', 'connect', 'therewith', 'connect', 'prepar', 'blue', 'sky', 'survei', 'supplement', 'thereto', 'exce', 'fee', 'expens', 'transfer', 'agent', 'registrar', 'share', 'vii', 'cost', 'expens', 'compani', 'relat', 'investor', 'present', '“road', 'show”', 'undertaken', 'connect', 'market', 'share', 'viii', 'file', 'fee', 'incid', 'reason', 'fee', 'disburs', 'counsel', 'agent', 'shall', 'exce', 'connect', 'review', 'finra', 'term', 'sale', 'share', 'fee', 'expens', 'incur', 'connect', 'list', 'share', 'nyse']"
participations,"['notwithstand', 'forego', 'lender', 'time', 'grant', 'particip', 'right', 'hereund', 'note', 'person', 'borrow', 'affili', 'natur', 'person', 'provid', 'case', 'particip']"
payment-of-expenses,"['merger', 'shall', 'consumm', 'parti', 'hereto', 'shall', 'pai', 'expens', 'incid', 'prepar', 'enter', 'carri', 'agreement', 'consumm', 'merger']"
confidential-information,"['perform', 'oblig', 'agreement', 'parti', '“recipient”', 'obtain', 'certain', 'confidenti', 'inform', 'parti', 'purpos', 'agreement', '“confidenti', 'information”', 'shall', 'mean', 'inform', 'document', 'tangibl', 'thing', 'provid', 'parti', 'form', 'relat', 'party’', 'busi', 'market', 'includ', 'party’', 'financi', 'inform', 'person', 'inform', 'custom', 'list', 'product', 'plan', 'market', 'plan', 'compil', 'form', 'mark', 'confidenti', 'recipi', 'shall', 'maintain', 'confid', 'confidenti', 'inform', 'shall', 'disclos', 'confidenti', 'inform', 'parti', 'express', 'written', 'consent', 'parti', 'employe', 'subcontractor', 'consult', 'repres', 'agent', 'necessari', 'connect', 'activ', 'contempl', 'agreement', 'maintain', 'confidenti', 'confidenti', 'inform', 'recipi', 'shall', 'exercis', 'degre', 'care', 'exercis', 'confidenti', 'inform', 'event', 'reason', 'degre', 'care', 'recipi', 'shall', 'ensur', 'employe', 'subcontractor', 'consult', 'repres', 'agent', 'hold', 'confid', 'make', 'us', 'confidenti', 'inform', 'purpos', 'permit', 'agreement', 'requir', 'law', 'request', 'parti', 'recipi', 'shall', 'return', 'destroi', 'handl', 'instruct', 'parti', 'document', 'softwar', 'contain', 'confidenti', 'inform', 'shall', 'continu', 'us', 'confidenti', 'inform']"
capitalization,"['date', 'agreement', 'author', 'capit', 'stock', 'compani', 'consist', 'share', 'compani', 'common', 'stock', 'share', 'compani', 'class', 'common', 'stock', 'iii', 'share', 'prefer', 'stock', 'par', 'valu', 'share', 'compani', 'prefer', 'stock', 'april', 'issu', 'outstand', 'share', 'compani', 'common', 'stock', 'share', 'compani', 'class', 'common', 'stock', 'outstand', 'share', 'duli', 'author', 'validli', 'issu', 'fulli', 'paid', 'nonassess', 'april', 'share', 'compani', 'stock', 'issu', 'exercis', 'option', 'outstand', 'date', 'restrict', 'stock', 'purchas', 'pursuant', 'employe', 'stock', 'purchas', 'plan', 'share', 'compani', 'prefer', 'stock', 'issu', 'outstand', 'preemptiv', 'similar', 'right', 'avail', 'exist', 'holder', 'capit', 'stock', 'compani', 'option', 'restrict', 'stock', 'share', 'grant', 'issuabl', 'pursuant', 'employe', 'stock', 'purchas', 'plan', 'compani', 'option', 'plan', 'compani', 'restrict', 'stock', 'plan', 'contempl', 'agreement', 'outstand', 'option', 'warrant', 'right', 'put', 'call', 'commit', 'contract', 'issu', 'bind', 'compani', 'subsidiari', 'requir', 'provid', 'outstand', 'debt', 'equiti', 'secur', 'compani', 'subsidiari', 'convers', 'exchang', 'exercis', 'thereof', 'requir', 'provid', 'issuanc', 'transfer', 'sale', 'compani', 'subsidiari', 'new', 'addit', 'equiti', 'interest', 'compani', 'pbc', 'broadcast', 'subsidiari', 'secur', 'compani', 'notic', 'laps', 'time', 'payment', 'moni', 'convert', 'exercis', 'exchang', 'equiti', 'interest', 'compani', 'pbc', 'broadcast', 'subsidiari', 'vote', 'trust', 'agreement', 'date', 'june', 'amend', 'permit', 'convers', 'compani', 'class', 'common', 'stock', 'compani', 'common', 'stock', 'accord', 'compani', 'certif', 'incorpor', 'certain', 'holder', 'compani', 'class', 'common', 'stock', 'truste', 'defin', 'contempl', 'agreement', 'vote', 'trust', 'agreement', 'understand', 'compani', 'subsidiari', 'parti', 'respect', 'vote', 'capit', 'stock']"
capitalization,"['date', 'hereof', 'give', 'effect', 'share', 'exchang', 'author', 'capit', 'stock', 'compani', 'consist', 'share', 'common', 'stock', 'share', 'prefer', 'stock', 'par', 'valu', 'share', '“prefer', 'stock”', 'share', 'common', 'stock', 'outstand', 'share', 'prefer', 'stock', 'outstand', 'immedi', 'follow', 'effect', 'time', 'share', 'exchang', 'immedi', 'initi', 'close', 'author', 'capit', 'stock', 'compani', 'consist', 'share', 'common', 'stock', 'share', 'prefer', 'stock', 'compani', 'share', 'common', 'stock', 'issu', 'outstand', 'assum', 'exercis', 'emi', 'option', 'share', 'prefer', 'stock', 'issu', 'outstand', 'option', 'purchas', 'share', 'common', 'stock', 'issu', 'outstand', 'eip', 'outstand', 'share', 'common', 'stock', 'capit', 'stock', 'company’', 'subsidiari', 'duli', 'author', 'validli', 'issu', 'fulli', 'paid', 'non', 'assess', 'free', 'preemptiv', 'similar', 'right', 'lien', 'issu', 'outstand', 'capit', 'stock', 'subsidiari', 'compani', 'own', 'directli', 'indirectli', 'compani', 'free', 'clear', 'lien', 'immedi', 'give', 'effect', 'share', 'exchang', 'close', 'minimum', 'offer', 'maximum', 'offer', 'case', 'assum', 'sale', 'pursuant', 'subscript', 'option', 'pro', 'forma', 'outstand', 'capit', 'compani', 'set', 'forth', '“pro', 'forma', 'capitalization”', 'schedul', 'assum', 'pre', 'fund', 'warrant', 'sold', 'offer', 'immedi', 'give', 'effect', 'share', 'exchang', 'close', 'share', 'capit', 'stock', 'compani', 'subsidiari', 'subject', 'preemptiv', 'right', 'similar', 'right', 'lien', 'suffer', 'permit', 'compani', 'pre', 'fund', 'warrant', 'sold', 'offer', 'set', 'forth', 'schedul', 'outstand', 'option', 'warrant', 'scrip', 'right', 'subscrib', 'call', 'commit', 'charact', 'whatsoev', 'relat', 'secur', 'right', 'convert', 'exercis', 'exchang', 'share', 'capit', 'stock', 'compani', 'subsidiari', 'contract', 'compani', 'subsidiari', 'bound', 'pursuant', 'compani', 'subsidiari', 'oblig', 'iss']"
indemnification-by-the-company,"['compani', 'agre', 'indemnifi', 'hold', 'harmless', 'fund', 'director', 'offic', 'person', 'control', 'fund', 'mean', 'section', 'act', 'collect', '“indemnifi', 'parties”', 'purpos', 'section', 'loss', 'claim', 'damag', 'liabil', 'includ', 'amount']"
indemnification-by-the-company,"['compani', 'shall', 'indemnifi', 'hold', 'harmless', 'advisor', 'affili', 'includ', 'respect', 'manag', 'offic', 'director', 'partner', 'employe', 'liabil', 'claim', 'damag', 'loss', 'aris', 'perform', 'duti', 'hereund', 'relat', 'expens', 'includ', 'reason', 'attorneys’', 'fee', 'extent', 'liabil', 'claim', 'damag', 'loss', 'relat', 'expens', 'fulli', 'reimburs', 'insur', 'subject', 'limit', 'impos', 'law', 'state', 'texa', 'articl', 'incorpor', 'agreement', 'limit', 'partnership', 'compani', 'provid', 'advisor', 'affili', 'determin', 'cours', 'conduct', 'caus', 'loss', 'liabil', 'best', 'interest', 'compani', 'advisor', 'affili', 'act', 'behalf', 'perform', 'servic', 'compani', 'iii', 'indemnifi', 'claim', 'result', 'neglig', 'misconduct', 'fraud', 'indemnifi', 'person', 'result', 'breach', 'agreement', 'advisor', 'event', 'loss', 'liabil', 'expens', 'aris', 'alleg', 'violat', 'feder', 'state', 'secur', 'law', 'advisor', 'affili', 'condit', 'set', 'forth', 'claus', 'section', 'articl', 'incorpor', 'satisfi', 'deem', 'purpos', 'agreement', 'advisor', 'affili', '“indemnitee”', 'term', 'claus', 'compani', 'provid', 'indemnif', 'indemnif', 'advisor', 'net', 'asset', 'compani', 'sharehold']"
payment-of-expenses,"['shall', 'bear', 'expens', 'incur', 'connect', 'duti', 'activ', 'agreement', 'includ', 'payment', 'select', 'dealer', 'sale', 'commiss', 'sale', 'fund’', 'share']"
confidential-information,"['execut', 'understand', 'acknowledg', 'employ', 'compani', 'expos', 'confidenti', 'inform', 'defin', 'proprietari', 'rightfulli', 'belong', 'compani', 'execut', 'shall', 'hold', 'fiduciari', 'capac', 'benefit', 'compani', 'confidenti', 'inform', 'obtain', 'execut', 'employ', 'compani', 'shall', 'directli', 'indirectli', 'time', 'employ', 'compani', 'compani', 'prior', 'written', 'consent', 'us', 'confidenti', 'inform', 'disclos', 'confidenti', 'inform', 'individu', 'entiti', 'compani', 'employe', 'attornei', 'account', 'financi', 'advisor', 'consult', 'invest', 'banker', 'requir', 'perform', 'duti', 'compani', 'requir', 'law', 'execut', 'shall', 'reason', 'step', 'safeguard', 'confidenti', 'inform', 'protect', 'confidenti', 'inform', 'disclosur', 'misus', 'loss', 'theft']"
payment-of-expenses,"['compani', 'guarantor', 'jointli', 'sever', 'agre', 'pai', 'cost', 'fee', 'expens', 'incur', 'connect', 'perform', 'oblig', 'hereund', 'connect', 'transact', 'contempl', 'includ', 'limit', 'expens', 'incid', 'issuanc', 'deliveri', 'secur', 'includ', 'print', 'engrav', 'cost', 'necessari', 'issu', 'transfer', 'stamp', 'tax', 'connect', 'issuanc', 'sale', 'secur', 'initi', 'purchas', 'iii', 'fee', 'expens', 'compani', 'guarantor', 'counsel', 'independ', 'public', 'certifi', 'public', 'account', 'advisor', 'cost', 'expens', 'incur', 'connect', 'prepar', 'print', 'file', 'ship', 'distribut', 'preliminari', 'offer', 'memorandum', 'offer', 'memorandum', 'includ', 'financi', 'statement', 'exhibit', 'amend', 'supplement', 'thereto', 'agreement', 'registr', 'right', 'agreement', 'indentur', 'dtc', 'agreement', 'note', 'guarante', 'file', 'fee', 'attornei', 'fee', 'expens', 'incur', 'compani', 'guarantor', 'initi', 'purchas', 'connect', 'qualifi', 'regist', 'obtain', 'exempt', 'qualif', 'registr', 'secur', 'offer', 'sale', 'blue', 'sky', 'law', 'request', 'initi', 'purchas', 'prepar', 'print', 'blue', 'sky', 'survei', 'memorandum', 'supplement']"
